EGID;EDID;GDEKT;GDENR;GDENAME;STRNAME;DEINR;PLZ4;PLZZ;PLZNAME;GKODE;GKODN;STRSP
9001252;0;GR;3901;Chur;Tittwiesenstrasse;25;7000;0;Chur;2759276.806;1191621.445;de
9001253;0;GR;3901;Chur;Tittwiesenstrasse;27;7000;0;Chur;2759259.431;1191669.821;de
9001254;0;GR;3901;Chur;Tittwiesenstrasse;61;7000;0;Chur;2759202.459;1191834.28;de
9001255;0;GR;3901;Chur;Tittwiesenstrasse;66;7000;0;Chur;2759211.806;1191897.727;de
9001256;0;GR;3901;Chur;Tittwiesenstrasse;100;7000;0;Chur;2759154.841;1192278.337;de
9001257;0;GR;3901;Chur;Tödistrasse;1;7000;0;Chur;2759045.981;1191381.208;de
9001258;0;GR;3901;Chur;Triststrasse;10;7000;0;Chur;2757757.229;1190292.533;de
9001259;0;GR;3901;Chur;Triststrasse;15;7000;0;Chur;2757839.187;1190314.749;de
9001260;0;GR;3901;Chur;Tittwiesenstrasse;29;7000;0;Chur;2759244.17;1191713.059;de
9001261;0;GR;3901;Chur;Untere Gasse;17;7000;0;Chur;2759501.776;1190737.366;de
9001262;0;GR;3901;Chur;Untere Gasse;23;7000;0;Chur;2759479.003;1190719.778;de
9001263;0;GR;3901;Chur;Werkstrasse;23;7000;0;Chur;2759246.204;1191615.997;de
9001264;0;GR;3901;Chur;Weststrasse;8;7000;0;Chur;2759069.33;1190487.491;de
9001266;0;GR;3901;Chur;Wiesentalstrasse;7;7000;0;Chur;2759500.082;1191659.33;de
9001267;0;GR;3901;Chur;Wiesentalstrasse;98;7000;0;Chur;2759503.421;1192220.587;de
9001268;0;GR;3901;Chur;Wiesentalstrasse;101;7000;0;Chur;2759401.394;1192322.217;de
9001269;0;GR;3901;Chur;Wiesentalstrasse;106;7000;0;Chur;2759498.093;1192345.381;de
9001270;0;GR;3901;Chur;Wiesentalstrasse;135;7000;0;Chur;2759457.79;1192448.088;de
9018039;0;GR;3901;Chur;Ringstrasse;45;7000;0;Chur;2758522.084;1191572.258;de
9018040;0;GR;3901;Chur;Sägenstrasse;49;7000;0;Chur;2759159.65;1190649.063;de
9018041;0;GR;3901;Chur;Sennensteinstrasse;5;7000;0;Chur;2759003.561;1191443.717;de
9021208;0;GR;3901;Chur;Masanserstrasse;40;7000;0;Chur;2759869.728;1191454.682;de
9021211;0;GR;3901;Chur;Teuchelweg;52;7000;0;Chur;2760865.22;1191864.45;de
9021212;0;GR;3901;Chur;Teuchelweg;50;7000;0;Chur;2760866.065;1191875.58;de
9021213;0;GR;3901;Chur;Jüstliweg;5;7000;0;Chur;2760155.913;1193204.18;de
9021218;0;GR;3901;Chur;Stelleweg;33a;7000;0;Chur;2759674.159;1193632.682;de
9021219;0;GR;3901;Chur;Stelleweg;33c;7000;0;Chur;2759674.953;1193648.332;de
9021220;0;GR;3901;Chur;Stelleweg;33e;7000;0;Chur;2759675.861;1193664.039;de
9021221;0;GR;3901;Chur;Stelleweg;33b;7000;0;Chur;2759673.819;1193637.218;de
9021222;0;GR;3901;Chur;Stelleweg;33d;7000;0;Chur;2759674.783;1193652.982;de
9021223;0;GR;3901;Chur;Stelleweg;33f;7000;0;Chur;2759675.748;1193668.688;de
9021224;0;GR;3901;Chur;Stelleweg;31c;7000;0;Chur;2759698.937;1193649.125;de
9021225;0;GR;3901;Chur;Stelleweg;31a;7000;0;Chur;2759697.69;1193633.248;de
9021226;0;GR;3901;Chur;Stelleweg;31d;7000;0;Chur;2759698.597;1193653.774;de
9021231;0;GR;3901;Chur;Kurfirstenstrasse;3;7000;0;Chur;2758737.284;1191694.106;de
9021232;0;GR;3901;Chur;Giacomettistrasse;26;7000;0;Chur;2758375.936;1191884.554;de
9021233;0;GR;3901;Chur;Giacomettistrasse;28;7000;0;Chur;2758395.894;1191902.587;de
9021234;0;GR;3901;Chur;Rheinstrasse;145;7000;0;Chur;2758417.038;1191902.571;de
9021235;0;GR;3901;Chur;Rheinstrasse;143;7000;0;Chur;2758435.428;1191884.001;de
9021250;0;GR;3901;Chur;Segantinistrasse;17;7000;0;Chur;2758823.346;1191140.659;de
9021258;0;GR;3901;Chur;Gäuggelistrasse;1;7000;0;Chur;2759575.654;1190971.639;de
9021259;0;GR;3901;Chur;Obere Plessurstrasse;15;7000;0;Chur;2759332.491;1190750.741;de
9021260;0;GR;3901;Chur;Obere Plessurstrasse;19;7000;0;Chur;2759323.636;1190748.313;de
9021263;0;GR;3901;Chur;Maienweg;10;7000;0;Chur;2759288.827;1190909.623;de
9021268;0;GR;3901;Chur;Oberalpstrasse;47;7000;0;Chur;2758815.802;1191357.796;de
9021269;0;GR;3901;Chur;Oberalpstrasse;43;7000;0;Chur;2758852.607;1191363.773;de
9021270;0;GR;3901;Chur;Austrasse;11;7000;0;Chur;2758058.941;1192106.501;de
9021271;0;GR;3901;Chur;Austrasse;11a;7000;0;Chur;2758057.475;1192123.572;de
9021289;0;GR;3901;Chur;Kasernenstrasse;106;7000;0;Chur;2758529.744;1190572.78;de
9021290;0;GR;3901;Chur;Kasernenstrasse;102;7000;0;Chur;2758607.904;1190571.164;de
9021297;0;GR;3901;Chur;Pulvermühlestrasse;57;7000;0;Chur;2758175.912;1191170.708;de
9021300;0;GR;3901;Chur;Emserstrasse;4;7000;0;Chur;2757697;1190421;de
9021301;0;GR;3901;Chur;Kornquaderweg;10;7000;0;Chur;2758704.65;1190423.277;de
9021314;0;GR;3901;Chur;Kupferschmiedeweg;43;7000;0;Chur;2760369.138;1190074.299;de
9021318;0;GR;3901;Chur;Kasernenstrasse;16;7000;0;Chur;2759162.034;1190615.486;de
9021319;0;GR;3901;Chur;Kirchgasse Masans;56;7000;0;Chur;2759876.219;1193129.663;de
9021335;0;GR;3901;Chur;Reichsgasse;37;7000;0;Chur;2759800.53;1190888.525;de
9021343;0;GR;3901;Chur;Poststrasse;1;7000;0;Chur;2759648.227;1190953.094;de
9021354;0;GR;3901;Chur;Reichsgasse;60;7000;0;Chur;2759702.32;1190803.496;de
9021365;0;GR;3901;Chur;Goldgasse;19;7000;0;Chur;2759553.851;1190702.154;de
9021367;0;GR;3901;Chur;Majoranplatz;2;7000;0;Chur;2759649.911;1190741.133;de
9021382;0;GR;3901;Chur;Rheinstrasse;135;7000;0;Chur;2758493.609;1191831.123;de
9021394;0;GR;3901;Chur;Sägenstrasse;124;7000;0;Chur;2758783.375;1190904.787;de
9021400;0;GR;3901;Chur;Daleustrasse;30;7000;0;Chur;2759120.589;1191343.222;de
9021401;0;GR;3901;Chur;Oberalpstrasse;28;7000;0;Chur;2759024.069;1191416.871;de
9021404;0;GR;3901;Chur;Masanserstrasse;23;7000;0;Chur;2759805;1191300.148;de
9021414;0;GR;3901;Chur;Grischunaweg;7;7000;0;Chur;2758297.305;1191193.274;de
9021415;0;GR;3901;Chur;Erlenweg;4;7000;0;Chur;2759151.087;1191750.474;de
9021417;0;GR;3901;Chur;Mittelweg;11;7000;0;Chur;2758409.657;1191869.797;de
9021418;0;GR;3901;Chur;St. Margrethen;2;7000;0;Chur;2759415.326;1190587.071;de
9021419;0;GR;3901;Chur;Sommeraustrasse;29;7000;0;Chur;2757659.936;1190539.261;de
9021428;0;GR;3901;Chur;Aquasanastrasse;8;7000;0;Chur;2759318.17;1190992.134;de
9021438;0;GR;3901;Chur;Rheinstrasse;87a;7000;0;Chur;2758694.205;1191571.906;de
9021449;0;GR;3901;Chur;Meierweg;37;7000;0;Chur;2760112.463;1191764.488;de
9021452;0;GR;3901;Chur;Susenbühlstrasse;96;7000;0;Chur;2759927.197;1190322.991;de
9021453;0;GR;3901;Chur;Susenbühlstrasse;86;7000;0;Chur;2759937.503;1190290.215;de
9021454;0;GR;3901;Chur;Susenbühlstrasse;84;7000;0;Chur;2759946.47;1190280.758;de
9021455;0;GR;3901;Chur;Susenbühlstrasse;92;7000;0;Chur;2759959.304;1190319.95;de
9021456;0;GR;3901;Chur;Susenbühlstrasse;90;7000;0;Chur;2759966.845;1190305.233;de
9021462;0;GR;3901;Chur;Heckenweg;1;7000;0;Chur;2760764.771;1191925.798;de
9021475;0;GR;3901;Chur;Ringstrasse;175;7000;0;Chur;2759431.682;1192015.858;de
9021476;0;GR;3901;Chur;Kirchgasse Masans;86;7000;0;Chur;2760033.517;1193162.772;de
9021478;0;GR;3901;Chur;Richtstrasse;2;7000;0;Chur;2757996.802;1190403.706;de
9021483;0;GR;3901;Chur;Pargherastrasse;38;7000;0;Chur;2758188.458;1190339.438;de
9021486;0;GR;3901;Chur;Rätusstrasse;18;7000;0;Chur;2758985.469;1190839.459;de
9021487;0;GR;3901;Chur;Dreibündenstrasse;48;7000;0;Chur;2759051.445;1192196.509;de
9021488;0;GR;3901;Chur;Dreibündenstrasse;46;7000;0;Chur;2759062.485;1192178.838;de
9021489;0;GR;3901;Chur;Dreibündenstrasse;42;7000;0;Chur;2759085.242;1192138.573;de
9021490;0;GR;3901;Chur;Dreibündenstrasse;44;7000;0;Chur;2759073.771;1192156.524;de
9021491;0;GR;3901;Chur;Bühlweg;23;7000;0;Chur;2760349.51;1189465.564;de
9021492;0;GR;3901;Chur;Schellenbergstrasse;9;7000;0;Chur;2759693.752;1192498.971;de
9021493;0;GR;3901;Chur;Schellenbergstrasse;11;7000;0;Chur;2759695.159;1192525.435;de
9021494;0;GR;3901;Chur;Meierweg;7;7000;0;Chur;2760199.819;1191541.119;de
9021495;0;GR;3901;Chur;Foralweg;36;7000;0;Chur;2758139.224;1190247.129;de
9021496;0;GR;3901;Chur;Susenbühlstrasse;102;7000;0;Chur;2759864.791;1190341.647;de
9021497;0;GR;3901;Chur;Rätusstrasse;16;7000;0;Chur;2758989.504;1190837.235;de
9021498;0;GR;3901;Chur;Austrasse;21;7000;0;Chur;2758111.279;1192188.653;de
9021499;0;GR;3901;Chur;Kirchgasse Masans;88;7000;0;Chur;2760034.286;1193154.551;de
9021500;0;GR;3901;Chur;Susenbühlstrasse;60;7000;0;Chur;2759866.121;1190273.341;de
9021501;0;GR;3901;Chur;Susenbühlstrasse;62;7000;0;Chur;2759871.222;1190268.982;de
9021502;0;GR;3901;Chur;Susenbühlstrasse;64;7000;0;Chur;2759876.305;1190265.093;de
9021503;0;GR;3901;Chur;Susenbühlstrasse;66;7000;0;Chur;2759892.175;1190252.579;de
9021504;0;GR;3901;Chur;Susenbühlstrasse;68;7000;0;Chur;2759898.345;1190249.944;de
9021505;0;GR;3901;Chur;Susenbühlstrasse;70;7000;0;Chur;2759904.305;1190247.95;de
9021506;0;GR;3901;Chur;Susenbühlstrasse;79;7000;0;Chur;2759900.946;1190302.888;de
9021507;0;GR;3901;Chur;Susenbühlstrasse;76;7000;0;Chur;2759902.483;1190275.816;de
9021508;0;GR;3901;Chur;Susenbühlstrasse;78;7000;0;Chur;2759921.316;1190271.6;de
9021509;0;GR;3901;Chur;Werkstrasse;3;7000;0;Chur;2759200.262;1191575.281;de
9021510;0;GR;3901;Chur;Werkstrasse;5;7000;0;Chur;2759190.561;1191593.189;de
9021511;0;GR;3901;Chur;Werkstrasse;7;7000;0;Chur;2759181.967;1191611.172;de
9021512;0;GR;3901;Chur;Werkstrasse;9;7000;0;Chur;2759172.059;1191629.112;de
9021514;0;GR;3901;Chur;Werkstrasse;15;7000;0;Chur;2759223.075;1191581.188;de
9021515;0;GR;3901;Chur;Nordstrasse;32;7000;0;Chur;2759181.362;1191635.735;de
9021516;0;GR;3901;Chur;Werkstrasse;27;7000;0;Chur;2759226.882;1191655.516;de
9021517;0;GR;3901;Chur;Werkstrasse;29;7000;0;Chur;2759218.934;1191671.677;de
9021518;0;GR;3901;Chur;Werkstrasse;25;7000;0;Chur;2759233.136;1191643.159;de
9021519;0;GR;3901;Chur;Werkstrasse;21;7000;0;Chur;2759252.732;1191603.266;de
9021520;0;GR;3901;Chur;Rheinstrasse;141;7000;0;Chur;2758455.552;1191870.49;de
9021521;0;GR;3901;Chur;Rheinstrasse;137;7000;0;Chur;2758478.868;1191846.855;de
9021522;0;GR;3901;Chur;Bühlweg;8a;7000;0;Chur;2760274.913;1189560.839;de
9021523;0;GR;3901;Chur;Bühlweg;8;7000;0;Chur;2760285.537;1189566.435;de
9021524;0;GR;3901;Chur;Kirchgasse Masans;68c;7000;0;Chur;2759946.971;1193078.517;de
9021525;0;GR;3901;Chur;Kirchgasse Masans;68;7000;0;Chur;2759948.065;1193103.872;de
9021526;0;GR;3901;Chur;Kirchgasse Masans;68d;7000;0;Chur;2759957.277;1193078.061;de
9021527;0;GR;3901;Chur;Kirchgasse Masans;68a;7000;0;Chur;2759957.916;1193103.507;de
9021528;0;GR;3901;Chur;Kirchgasse Masans;68e;7000;0;Chur;2759966.579;1193077.605;de
9021529;0;GR;3901;Chur;Kirchgasse Masans;68b;7000;0;Chur;2759967.31;1193103.143;de
9021543;0;GR;3901;Chur;Halde;20;7000;0;Chur;2759957.417;1191113.769;de
9021544;0;GR;3901;Chur;Grünbergstrasse;16a;7000;0;Chur;2758937.666;1190455.389;de
9021545;0;GR;3901;Chur;Kirchgasse Masans;78a;7000;0;Chur;2759969.477;1193151.347;de
9021546;0;GR;3901;Chur;Kirchgasse Masans;78b;7000;0;Chur;2759971.808;1193150.637;de
9021548;0;GR;3901;Chur;Adlerweg;1;7000;0;Chur;2758750.295;1192149.184;de
9021549;0;GR;3901;Chur;Adlerweg;3;7000;0;Chur;2758762.615;1192173.578;de
9021550;0;GR;3901;Chur;Adlerweg;5;7000;0;Chur;2758782.841;1192184.576;de
9021551;0;GR;3901;Chur;Ringstrasse;90;7000;0;Chur;2758751.508;1191667.485;de
9021552;0;GR;3901;Chur;Dianaweg;8a;7000;0;Chur;2760053.375;1192648.648;de
9021553;0;GR;3901;Chur;Bondastrasse;123;7000;0;Chur;2760722.139;1192242.554;de
9021554;0;GR;3901;Chur;Bühlweg;64;7000;0;Chur;2760236.211;1189595.775;de
9021555;0;GR;3901;Chur;Bühlweg;4;7000;0;Chur;2760247.453;1189603.702;de
9021556;0;GR;3901;Chur;Bühlweg;2;7000;0;Chur;2760228.023;1189620.534;de
9021557;0;GR;3901;Chur;Calunastrasse;18;7000;0;Chur;2760152.996;1192234.095;de
9021558;0;GR;3901;Chur;Oberalpstrasse;45;7000;0;Chur;2758831.496;1191328.505;de
9021559;0;GR;3901;Chur;Adlerweg;7;7000;0;Chur;2758826.115;1192179.139;de
9021560;0;GR;3901;Chur;Gemsweg;8;7000;0;Chur;2759929.462;1193250.587;de
9021561;0;GR;3901;Chur;Teuchelweg;27;7000;0;Chur;2760833.959;1192062.023;de
9021562;0;GR;3901;Chur;Bühlweg;61;7000;0;Chur;2760262.865;1189535.686;de
9021563;0;GR;3901;Chur;Höhenweg;2;7000;0;Chur;2760518.82;1191806.725;de
9021565;0;GR;3901;Chur;Stelleweg;21;7000;0;Chur;2759683.793;1193540.105;de
9021567;0;GR;3901;Chur;Stelleweg;29g;7000;0;Chur;2759673.065;1193616.335;de
9021568;0;GR;3901;Chur;Stelleweg;29h;7000;0;Chur;2759672.968;1193621.285;de
9021569;0;GR;3901;Chur;Araschgerstrasse;8;7000;0;Chur;2760391.311;1189499.747;de
9021573;0;GR;3901;Chur;Wiesentalstrasse;120;7000;0;Chur;2759503.527;1192373.932;de
9021574;0;GR;3901;Chur;Wiesentalstrasse;126;7000;0;Chur;2759510.839;1192402.879;de
9021575;0;GR;3901;Chur;Stelleweg;53;7000;0;Chur;2759745.037;1193800.9;de
9021576;0;GR;3901;Chur;Stelleweg;55;7000;0;Chur;2759757.671;1193799.599;de
9021577;0;GR;3901;Chur;Araschgerstrasse;72;7000;0;Chur;2760370.167;1189106.255;de
9021578;0;GR;3901;Chur;Vogelsangweg;10;7000;0;Chur;2758395.986;1191034.628;de
9021579;0;GR;3901;Chur;Vogelsangweg;12;7000;0;Chur;2758366.82;1191053.731;de
9021580;0;GR;3901;Chur;Vogelsangweg;16;7000;0;Chur;2758353.656;1191033.8;de
9021581;0;GR;3901;Chur;Vogelsangweg;18;7000;0;Chur;2758382.987;1191014.373;de
9021582;0;GR;3901;Chur;Meierweg;34;7000;0;Chur;2760175.119;1191761.217;de
9021583;0;GR;3901;Chur;Meierweg;46;7000;0;Chur;2760158.232;1191865.487;de
9021584;0;GR;3901;Chur;Meierweg;54;7000;0;Chur;2760180.483;1191892.279;de
9021585;0;GR;3901;Chur;Irmaweg;5;7000;0;Chur;2759672.796;1191714.189;de
9021586;0;GR;3901;Chur;Meierweg;58;7000;0;Chur;2760156.378;1191885.363;de
9021588;0;GR;3901;Chur;Traubenweg;14;7000;0;Chur;2760200.775;1192045.184;de
9021589;0;GR;3901;Chur;Kirchgasse Masans;70a;7000;0;Chur;2759999.96;1193076.784;de
9021590;0;GR;3901;Chur;Seidengut;5;7000;0;Chur;2760277.097;1190243.764;de
9021591;0;GR;3901;Chur;Loëstrasse;9;7000;0;Chur;2760019.404;1191354.795;de
9021592;0;GR;3901;Chur;Loëstrasse;11;7000;0;Chur;2760004.352;1191395.51;de
9021593;0;GR;3901;Chur;Bondastrasse;111;7000;0;Chur;2760695.382;1192109.731;de
9021594;0;GR;3901;Chur;Bondastrasse;113;7000;0;Chur;2760698.132;1192133.183;de
9021595;0;GR;3901;Chur;Salisstrasse;10;7000;0;Chur;2759683.175;1191424.887;de
9021596;0;GR;3901;Chur;Giacomettistrasse;115;7000;0;Chur;2759392.94;1192468.047;de
9021597;0;GR;3901;Chur;Giacomettistrasse;113;7000;0;Chur;2759396.11;1192453.384;de
9021598;0;GR;3901;Chur;Giacomettistrasse;111;7000;0;Chur;2759398.927;1192438.502;de
9021599;0;GR;3901;Chur;Giacomettistrasse;121;7000;0;Chur;2759396.055;1192502.38;de
9021600;0;GR;3901;Chur;Giacomettistrasse;119;7000;0;Chur;2759348.954;1192505.196;de
9021601;0;GR;3901;Chur;Giacomettistrasse;117;7000;0;Chur;2759353.178;1192487.878;de
9021605;0;GR;3901;Chur;Lindenquai;26;7000;0;Chur;2759604.101;1190568.543;de
9021615;0;GR;3901;Chur;Stelleweg;27c;7000;0;Chur;2759698.404;1193601.535;de
9021616;0;GR;3901;Chur;Stelleweg;27d;7000;0;Chur;2759698.538;1193606.371;de
9021617;0;GR;3901;Chur;Böschenstrasse;91;7000;0;Chur;2760665.932;1192166.12;de
9021618;0;GR;3901;Chur;Austrasse;1a;7000;0;Chur;2757949.98;1192038.12;de
9021619;0;GR;3901;Chur;Austrasse;1b;7000;0;Chur;2757941.516;1192049.832;de
9021620;0;GR;3901;Chur;Austrasse;3a;7000;0;Chur;2757980.346;1192060.282;de
9021621;0;GR;3901;Chur;Austrasse;3b;7000;0;Chur;2757971.54;1192072.06;de
9021624;0;GR;3901;Chur;Rheinstrasse;187;7000;0;Chur;2758151.607;1192214.982;de
9021625;0;GR;3901;Chur;Rheinstrasse;189;7000;0;Chur;2758142.185;1192228.947;de
9021626;0;GR;3901;Chur;Rheinstrasse;191;7000;0;Chur;2758177.225;1192239.123;de
9021627;0;GR;3901;Chur;Richtstrasse;10;7000;0;Chur;2758053.4;1190353.128;de
9021628;0;GR;3901;Chur;Roterturmstrasse;9;7000;0;Chur;2759718.329;1191935.786;de
9021629;0;GR;3901;Chur;Roterturmstrasse;11;7000;0;Chur;2759709.96;1191959.044;de
9021630;0;GR;3901;Chur;Vogelsangweg;21;7000;0;Chur;2758405.9;1190983.595;de
9021631;0;GR;3901;Chur;Vogelsangweg;22;7000;0;Chur;2758391.95;1190984.206;de
9021632;0;GR;3901;Chur;Vogelsangweg;23;7000;0;Chur;2758403.909;1190970.171;de
9021633;0;GR;3901;Chur;Vogelsangweg;24;7000;0;Chur;2758381.623;1190975.503;de
9021634;0;GR;3901;Chur;Vogelsangweg;25;7000;0;Chur;2758401.067;1190953.062;de
9021635;0;GR;3901;Chur;Vogelsangweg;26;7000;0;Chur;2758376.357;1190955.688;de
9021636;0;GR;3901;Chur;Kronenhofweg;18;7000;0;Chur;2760627.567;1188711.114;de
9021637;0;GR;3901;Chur;Loëstrasse;104;7000;0;Chur;2760124.93;1192127.863;de
9021638;0;GR;3901;Chur;Giacomettistrasse;118;7000;0;Chur;2759541.339;1192377.744;de
9021641;0;GR;3901;Chur;Meierweg;45;7000;0;Chur;2760137.439;1191841.226;de
9021642;0;GR;3901;Chur;Meierweg;47;7000;0;Chur;2760135.416;1191847.607;de
9021643;0;GR;3901;Chur;Meierweg;49;7000;0;Chur;2760133.517;1191854.112;de
9021644;0;GR;3901;Chur;Meierweg;55;7000;0;Chur;2760115.912;1191879.79;de
9021645;0;GR;3901;Chur;Meierweg;57;7000;0;Chur;2760106.089;1191877.713;de
9021647;0;GR;3901;Chur;Grünbergstrasse;41;7000;0;Chur;2758837.583;1190354.195;de
9021648;0;GR;3901;Chur;Florastrasse;3;7000;0;Chur;2760010.606;1191731.322;de
9021649;0;GR;3901;Chur;Freifeldstrasse;27;7000;0;Chur;2758317.478;1190391.101;de
9021650;0;GR;3901;Chur;Pargherastrasse;33;7000;0;Chur;2758261.564;1190336.146;de
9021651;0;GR;3901;Chur;Pargherastrasse;39;7000;0;Chur;2758355.408;1190313.739;de
9021652;0;GR;3901;Chur;Scalettastrasse;112;7000;0;Chur;2758719.017;1192204.863;de
9021653;0;GR;3901;Chur;Scalettastrasse;114;7000;0;Chur;2758737.135;1192215.786;de
9021654;0;GR;3901;Chur;Scalettastrasse;116;7000;0;Chur;2758767.48;1192236.873;de
9021655;0;GR;3901;Chur;Scalettastrasse;118;7000;0;Chur;2758760.336;1192260.061;de
9021656;0;GR;3901;Chur;Austrasse;5;7000;0;Chur;2757995.265;1192095.014;de
9021657;0;GR;3901;Chur;Austrasse;7a;7000;0;Chur;2758032.828;1192097.986;de
9021658;0;GR;3901;Chur;Austrasse;7b;7000;0;Chur;2758024.28;1192109.72;de
9021659;0;GR;3901;Chur;Ringstrasse;14;7000;0;Chur;2758250.372;1190912.048;de
9021660;0;GR;3901;Chur;Loëstrasse;92;7000;0;Chur;2760059.891;1191924.865;de
9021663;0;GR;3901;Chur;Sägenstrasse;116;7000;0;Chur;2758842.571;1190870.767;de
9021664;0;GR;3901;Chur;Pargherastrasse;41;7000;0;Chur;2758291.885;1190306.067;de
9021666;0;GR;3901;Chur;Lindenquai;28;7000;0;Chur;2759630.967;1190530.013;de
9021667;0;GR;3901;Chur;Teuchelweg;29;7000;0;Chur;2760846.14;1192041.107;de
9021668;0;GR;3901;Chur;Scalettastrasse;152;7000;0;Chur;2758636.348;1192447.146;de
9021669;0;GR;3901;Chur;Scalettastrasse;150;7000;0;Chur;2758654.253;1192430.194;de
9021671;0;GR;3901;Chur;Giacomettistrasse;105;7000;0;Chur;2759308.436;1192481.066;de
9021672;0;GR;3901;Chur;Giacomettistrasse;107;7000;0;Chur;2759303.816;1192497.679;de
9033060;0;GR;3901;Chur;Hinder der Chilcha;81;7026;0;Maladers;2761958;1189461;de
9040476;0;GR;3901;Chur;Masanserstrasse;223;7000;0;Chur;2759739.828;1193082.869;de
9040477;0;GR;3901;Chur;Pulvermühlestrasse;93;7000;0;Chur;2757619.14;1191285.019;de
9040478;0;GR;3901;Chur;Rossbodenstrasse;20;7000;0;Chur;2757589.21;1191121.644;de
9040480;0;GR;3901;Chur;Sägenstrasse;111;7000;0;Chur;2758833.269;1190801.517;de
9040481;0;GR;3901;Chur;St. Margrethenstrasse;17a;7000;0;Chur;2759314;1190575;de
9072265;0;GR;3901;Chur;Fassa;104b;7026;0;Maladers;2761998;1189599;de
9080743;0;GR;3901;Chur;Haldensteinstrasse;44;7000;0;Chur;2759612.304;1193931.432;de
9080746;0;GR;3901;Chur;Raschärenstrasse;65;7000;0;Chur;2757712.711;1190834.451;de
9080747;0;GR;3901;Chur;Rätusstrasse;23;7000;0;Chur;2759000.674;1190733.517;de
9080751;0;GR;3901;Chur;Pulvermühlestrasse;72;7000;0;Chur;2758060.101;1191381.838;de
9080756;0;GR;3901;Chur;Weststrasse;11;7000;0;Chur;2759065.121;1190441.639;de
9080760;0;GR;3901;Chur;Spundisstrasse;31;7000;0;Chur;2757232.416;1190477.339;de
11526735;0;GR;3901;Chur;Pulvermühlestrasse;64;7000;0;Chur;2758125.362;1191312.62;de
11527097;0;GR;3901;Chur;Kirchgasse Masans;54i;7000;0;Chur;2759850.475;1193141.902;de
90000810;0;GR;3901;Chur;Ringstrasse;176;7000;0;Chur;2759442.87;1191962.171;de
90000916;0;GR;3901;Chur;Hinterm Bach;39;7000;0;Chur;2759746.794;1190430.787;de
90000934;0;GR;3901;Chur;Hinterm Bach;37;7000;0;Chur;2759744.15;1190413.826;de
90000937;0;GR;3901;Chur;Hinterm Bach;41;7000;0;Chur;2759752.225;1190454.695;de
90001560;0;GR;3901;Chur;Salisstrasse;23;7000;0;Chur;2759796.859;1191459.702;de
90001562;0;GR;3901;Chur;Sägenstrasse;77;7000;0;Chur;2759041.008;1190693.058;de
90001566;0;GR;3901;Chur;Kirchgasse Masans;57b;7000;0;Chur;2759891.029;1193188.371;de
90001568;0;GR;3901;Chur;Kirchgasse Masans;57a;7000;0;Chur;2759896.376;1193163.466;de
90001577;0;GR;3901;Chur;Kirchgasse Masans;52;7000;0;Chur;2759828.799;1193150.219;de
90001583;0;GR;3901;Chur;Untere Plessurstrasse;38;7000;0;Chur;2758780.327;1191105.255;de
90001596;0;GR;3901;Chur;Rossbodenstrasse;2;7000;0;Chur;2757553.241;1190713.51;de
90001609;0;GR;3901;Chur;Austrasse;23;7000;0;Chur;2758158.745;1192183.462;de
90001740;0;GR;3901;Chur;Eblinweg;43;7000;0;Chur;2760444.612;1191904.648;de
90001744;0;GR;3901;Chur;Eblinweg;49;7000;0;Chur;2760461.61;1191886.054;de
90001748;0;GR;3901;Chur;Sonnenbergstrasse;8;7000;0;Chur;2759874.19;1191737.261;de
90001772;0;GR;3901;Chur;Eblinweg;41;7000;0;Chur;2760440.34;1191912.395;de
90001776;0;GR;3901;Chur;Sonnenstutz;10;7000;0;Chur;2759891.395;1193465.43;de
90002468;0;GR;3901;Chur;Sägenstrasse;79;7000;0;Chur;2759020.717;1190703.956;de
90004144;0;GR;3901;Chur;Untere Plessurstrasse;94;7000;0;Chur;2758489.736;1191426.279;de
160004412;0;GR;3901;Chur;Kantenstrasse;18;7000;0;Chur;2759856.683;1192777.606;de
160004413;0;GR;3901;Chur;Kantenstrasse;22;7000;0;Chur;2759865.036;1192747.655;de
160004414;0;GR;3901;Chur;Kantenstrasse;26;7000;0;Chur;2759873.862;1192716.993;de
160004415;0;GR;3901;Chur;Masanserstrasse;190;7000;0;Chur;2759831.874;1192688.768;de
160004416;0;GR;3901;Chur;Masanserstrasse;192;7000;0;Chur;2759824.656;1192701.418;de
160004417;0;GR;3901;Chur;Masanserstrasse;194;7000;0;Chur;2759812.762;1192730.153;de
160004418;0;GR;3901;Chur;Salvatorenstrasse;60a;7000;0;Chur;2758553.934;1190885.959;de
160004419;0;GR;3901;Chur;Salvatorenstrasse;60b;7000;0;Chur;2758558.205;1190922.442;de
160004421;0;GR;3901;Chur;Gartenstrasse;2;7000;0;Chur;2759195.416;1191221.997;de
160004422;0;GR;3901;Chur;Böschenstrasse;11;7000;0;Chur;2760441.663;1192310.614;de
160004423;0;GR;3901;Chur;Dammweg;74;7000;0;Chur;2759752.422;1193834.837;de
160004424;0;GR;3901;Chur;Dammweg;76;7000;0;Chur;2759753.282;1193841.886;de
160004425;0;GR;3901;Chur;Dammweg;78;7000;0;Chur;2759753.887;1193848.857;de
160004426;0;GR;3901;Chur;Dammweg;80;7000;0;Chur;2759754.359;1193853.979;de
160004427;0;GR;3901;Chur;Dammweg;84;7000;0;Chur;2759755.612;1193866.278;de
160004428;0;GR;3901;Chur;Dammweg;86;7000;0;Chur;2759756.172;1193873.124;de
