Grundstueck-Nummer;EGID;Gebaeude-Koordinate X;Gebaeude-Koordinate Y;Gebaeude-Baujahr;Gebaeude-Kategorie;Gebaeude-Klasse-Nummer;Gebaeude-Klasse;Gebaeude-Flaeche;Gebaeude-Geschosse;Gebaeude-Strasse;Gebaeude-Hausnummer;Gebaeude-PLZ;Gebaeude-Ort
6174;001 740 687;2760823;1191953;1975;218  ;Anz. separate Wohnräume;  ;218;2;Teuchelweg;36;7000;Chur
6031;001 741 599;2758459;1192264;1973;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;626;4;Sardonastrasse;14;7000;Chur
0;001 210 535;2761827;1189446; ;   ;Anz. separate Wohnräume;  ; ;2;Hinder der Chilcha;2;7026;Maladers
3769;001 740 877;2758997;1191287;1935;85 1;Anz. separate Wohnräume;1 ;85;3;Nelkenweg;15;7000;Chur
2870;001 738 714;2759798;1190848;1969;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 277; ;4;Karlihofplatz;1;7000;Chur
;009 021 628;2759717;1191932;1997;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;196;4;Roterturmstrasse;9;7000;Chur
20711;001 210 509;2761710;1189365; ;   ;Anz. separate Wohnräume;  ; ;3;Selias;14;7026;Maladers
2933;001 738 700;2759707;1190955;1982;133  ;Anz. separate Wohnräume;  ;133;5;Vazerolgasse;2;7000;Chur
3449;001 740 863;2759035;1191281;1926;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;161;4;Daleustrasse;38;7000;Chur
10378;190 019 243;2760434;1192299;2003;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;124  ;Gebäude mit zwei Wohnungen;1;Böschenstrasse;9;7000;Chur
3738;191 218 233;2758599;1191670;2015;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;205;4;Rheinstrasse;111;7000;Chur
3070;009 001 261;2759501;1190730;1992;187  ;Anz. separate Wohnräume;  ;187;5;Untere Gasse;17;7000;Chur
1512;001 738 933;2759856;1191366;1933;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;216;5;Masanserstrasse;30;7000;Chur
6616;001 740 650;2760385;1192617;1988;86  ;Anz. separate Wohnräume;  ;86;3;Ruchenbergstrasse;33;7000;Chur
5505;001 740 136;2760253;1192668;1971;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;128;3;Prätschliweg;2;7000;Chur
1770;001 739 393;2758934;1190912;1915;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;130;5;Dahliastrasse;14;7000;Chur
7034;001 741 228;2758562;1191343;1942;64  ;Anz. separate Wohnräume;  ;64;3;Fliederweg;28;7000;Chur
5248;001 740 122;2760370;1192706;1967;311  ;Anz. separate Wohnräume;  ;311;1;Tellostrasse;16;7000;Chur
1767;001 739 387;2758855;1190851;1904;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;91;3;Dahliastrasse;1;7000;Chur
6616;001 740 644;2760382;1192591;1988;89 1;Anz. separate Wohnräume;1 ;89;4;Ruchenbergstrasse;27;7000;Chur
4815;001 741 572;2758368;1191948;1958;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;414;4;Rheinstrasse;153;7000;Chur
1013;191 562 934;2759361;1191881;2018;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;375;5;Calandastrasse;60;7000;Chur
4845;001 741 214;2758718;1191383;1959;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;408;4;Fliederweg;11;7000;Chur
;009 080 743;2759617;1193970;1999;3034  ;Anz. separate Wohnräume;  ;3034;3;Haldensteinstrasse;44;7000;Chur
1328;001 741 200;2758781;1191395;1912;58  ;Anz. separate Wohnräume;  ;58;2;Erikaweg;3;7000;Chur
12011;400 017 598;2760520;1192323;2009;123  ;Anz. separate Wohnräume;  ;123;2;Fondeiweg;4;7000;Chur
2559;009 001 249;2759759;1190314;1990;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 99; ;3;Susenbühlstrasse;43;7000;Chur
8901;001 741 566;2758644;1191745;1947;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;313;4;Rheinstrasse;116;7000;Chur
6632;001 740 678;2760820;1192109;1989;105  ;Anz. separate Wohnräume;  ;105;3;Teuchelweg;11;7000;Chur
6112;001 739 152;2760427;1189202;1972;82  ;Anz. separate Wohnräume;  ;82;3;Araschgerstrasse;42;7000;Chur
1808;191 277 353;2758598;1190818;2016;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;356;5;Salvatorenstrasse;56;7000;Chur
9597;090 001 583;2758787;1191111;2001;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 325; ;5;Untere Plessurstrasse;38;7000;Chur
3824;001 740 491;2759983;1192345;1941;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;89  ;Gebäude mit zwei Wohnungen;2;Vereinaweg;1;7000;Chur
1119;001 741 957;2758536;1191829;1983;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;437;6;Rheinstrasse;130;7000;Chur
;001 739 634;2759740;1192954;1910;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;103;4;Masanserstrasse;211;7000;Chur
10617;001 740 485;2760123;1192637;1948;184 1;Anz. separate Wohnräume;1 ;184;2;Kreuzgasse;99;7000;Chur
5785;001 739 620;2759701;1192826;1974;222  ;Anz. separate Wohnräume;  ;222;1;Schellenbergstrasse;56;7000;Chur
1103;001 741 943;2758910;1192293;1962;74  ;Anz. separate Wohnräume;  ;74;2;Dreibündenstrasse;96;7000;Chur
11960;400 017 765;2758349;1190628;1969;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 301; ;2;Ringstrasse;6;7000;Chur
6435;001 739 146;2760411;1189298;1983;82  ;Anz. separate Wohnräume;  ;82;2;Araschgerstrasse;34b;7000;Chur
3209;001 738 516;2759646;1190788;1800;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;5;Rathausgasse;8;7000;Chur
5752;001 739 608;2759696;1192723;1974;181  ;Anz. separate Wohnräume;  ;181;1;Schellenbergstrasse;44;7000;Chur
0;001 738 502;2759604;1190760;1697;265 1;Anz. separate Wohnräume;1 ;265;4;Paradiesgasse;1738502;7000;Chur
12472;191 320 551;2760415;1192738;2015;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;187  ;Gebäude mit zwei Wohnungen;3;Tellostrasse;30;7000;Chur
4274;400 017 759;2757899;1192344;1940;   ;Anz. separate Wohnräume;  ; ;1;Rheinstrasse;225;7000;Chur
4048;160 011 326;2760091;1192087;2008;111  ;Anz. separate Wohnräume;  ;111;3;Bungertweg;3;7000;Chur
1737;190 153 809;2759139;1190719;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;532;6;Scesaplanaweg;1;7000;Chur
6559;001 739 191;2759773;1190336;1990;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;81  ;Gebäude mit zwei Wohnungen;5;Susenbühlstrasse;45;7000;Chur
12885;001 740 334;2760099;1192535;1913;166  ;Anz. separate Wohnräume;  ;166;3;Loëstrasse;171;7000;Chur
1579;001 740 452;2759817;1192306;1945;79  ;Anz. separate Wohnräume;  ;79;2;Weinbergstrasse;2;7000;Chur
8739;003 156 612;2758344;1190946;1999;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;393;5;Ackerbühlstrasse;12;7000;Chur
5198;009 001 063;2758258;1191837;1965;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;266; ;Giacomettistrasse;11;7000;Chur
7010;003 156 606;2759242;1192413;1998;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;6;Giacomettistrasse;77;7000;Chur
1511;191 582 432;2759853;1191396;2018;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;313;4;Neubruchstrasse;2;7000;Chur
3900;001 740 446;2759956;1192283;1943;67  ;Anz. separate Wohnräume;  ;67;3;Kreuzgasse;52;7000;Chur
5296;001 741 758;2758798;1192092;1966;89 1;Anz. separate Wohnräume;1 ;89;2;Wachtelweg;13;7000;Chur
2559;001 739 185;2759727;1190310;1988;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1121;5;Susenbühlstrasse;37;7000;Chur
12607;191 204 342;2759520;1192719;2015;183  ;Anz. separate Wohnräume;  ;183;2;Wiesentalstrasse;230;7000;Chur
3753;001 741 016;2759281;1191358;1935;135  ;Anz. separate Wohnräume;  ;135;3;Scalettastrasse;4;7000;Chur
4408;001 740 308;2760092;1192323;1952;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;347;4;Calunastrasse;2;7000;Chur
2728;160 006 666;2758629;1191572;2006;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1131;4;Ringstrasse;68;7000;Chur
1520;001 739 813;2759985;1191300;1913;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse; ; ;Loëstrasse;1;7000;Chur
4327;001 741 770;2758932;1192020;1950;155  ;Anz. separate Wohnräume;  ;155;2;Arnikaweg;7;7000;Chur
4968;001 741 764;2758886;1192167;1961;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;186;2;Adlerweg;8;7000;Chur
6536;001 739 807;2759743;1192809;1987;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;468;5;Masanserstrasse;197;7000;Chur
9763;090 001 568;2759893;1193164;2001;99  ;Anz. separate Wohnräume;  ;99;2;Kirchgasse Masans;57a;7000;Chur
10104;001 741 002;2758950;1191792;1944;77  ;Anz. separate Wohnräume;  ;77;2;Schönmattweg;3;7000;Chur
1658;001 740 283;2760070;1192105;1954;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;299;4;Loëstrasse;110;7000;Chur
2666;001 739 026;2760224;1190410;1978;361  ;Anz. separate Wohnräume;  ;361;2;Sandstrasse;35;7000;Chur
0;160 011 291;2759557;1191336;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;690;5;Alexanderstrasse;25;7000;Chur
1477;400 017 605;2759370;1191021;1900;228  ;Anz. separate Wohnräume;  ;228;3;Engadinstrasse;24;7000;Chur
7017;009 021 562;2760255;1189533;1994;114  ;Anz. separate Wohnräume;  ;114;2;Bühlweg;61;7000;Chur
20144;190 155 471;2761690;1189285;2007;160  ;Anz. separate Wohnräume;  ;160;3;Wingertweg;30;7026;Maladers
;001 739 740;2759695;1193452;1973;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;200;3;Stelleweg;11;7000;Chur
5439;001 741 823;2759147;1192309;1971;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;803;6;Giacomettistrasse;98;7000;Chur
4573;190 033 086;2759072;1191937;2003;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;165;5;Dreibündenstrasse;8;7000;Chur
5364;001 739 998;2760716;1191788;1977;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;105 1;Gebäude mit zwei Wohnungen;2;Bondastrasse;74;7000;Chur
20017;001 210 657;2761036;1189618; ;   ;Anz. separate Wohnräume;  ; ;2;Tumma;10;7026;Maladers
;190 916 450;2759974;1193183;2010;32  ;Anz. separate Wohnräume;  ;32;3;Kirchgasse Masans;79;7000;Chur
5257;001 741 837;2759228;1192211;1966;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;456;7;Belmontstrasse;9;7000;Chur
6283;001 739 754;2759871;1193853;1981;130  ;Anz. separate Wohnräume;  ;130;2;Oldisweg;8;7000;Chur
11305;190 204 692;2759440;1191442;2008;998  ;Anz. separate Wohnräume;  ;998;4;Gürtelstrasse;48;7000;Chur
20738;001 210 643;2761893;1189306; ;   ;Anz. separate Wohnräume;  ; ;2;Matätsch;2;7026;Maladers
20094;190 084 980;2761972;1189571;2005;108  ;Anz. separate Wohnräume;  ;108;3;Oberdorfstrasse;36;7026;Maladers
7249;400 017 611;2758386;1190349;2001;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;670;4;Freifeldstrasse;11;7000;Chur
7296;009 021 576;2759757;1193797;1995;103 2;Anz. separate Wohnräume;2 ;103;2;Stelleweg;55;7000;Chur
4677;001 741 189;2758794;1191328;1955;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;167;4;Oberalpstrasse;53;7000;Chur
;001 740 297;2760119;1192260;1959;126  ;Anz. separate Wohnräume;  ;126;2;Loëstrasse;138;7000;Chur
2830;400 017 639;2759877;1190710;1845;Gebäude für Kultur- und  Freizeitzwecke;1261;Freizeitzwecke 1639; ;3;Hofstrasse;22;7000;Chur
7385;003 156 799;2760701;1192156;1998;  1;Anz. separate Wohnräume;1 ; ;3;Bondastrasse;115b;7000;Chur
6286;001 739 768;2759863;1193942;1980;133  ;Anz. separate Wohnräume;  ;133;3;Stelleweg;76;7000;Chur
3049;001 738 476;2759495;1190776;1898;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;254;5;Goldgasse;2;7000;Chur
3758;001 740 240;2760087;1191869;1935;89  ;Anz. separate Wohnräume;  ;89;3;Loëstrasse;78;7000;Chur
9035;001 741 638;2758599;1192224;1969;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;9;Scalettastrasse;123;7000;Chur
;001 739 783;2760154;1192997;1945;77  ;Anz. separate Wohnräume;  ;77;2;Cadonaustrasse;28;7000;Chur
;003 156 766;2759641;1193886;1896;Gebäude des Verkehrs- und  Nachrichtenswesens ohne Garagen;1241;Nachrichtenswesens ohne Garagen 20;2;Druckdatum:;Haldensteinstrasse;40;7000;Chur
7008;003 156 772;2759339;1192441;1998;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;652;6;Giacomettistrasse;101;7000;Chur
6215;009 001 103;2758057;1190498;1990;Gebäude für Kultur- und  Freizeitzwecke;1261;Freizeitzwecke 951; ;3;Kalchbühlstrasse;12;7000;Chur
3076;001 738 489;2759521;1190716; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;104;5;Kupfergasse;10;7000;Chur
4532;001 739 797;2760081;1193105;1953;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;117  ;Gebäude mit zwei Wohnungen;3;Cadonaustrasse;47;7000;Chur
6141;001 740 532;2759974;1192618;1975;278  ;Anz. separate Wohnräume;  ;278;2;Carmennaweg;27;7000;Chur
1540;001 740 254;2760124;1192007;1911;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;137  ;Gebäude mit zwei Wohnungen;3;Lochertstrasse;7;7000;Chur
5109;001 741 162;2758825;1191285;1964;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;123;3;Heroldstrasse;8;7000;Chur
6751;400 017 822;2759667;1193584;2003;54  ;Anz. separate Wohnräume;  ;54;2;Stelleweg;29c;7000;Chur
5457;001 741 604;2758491;1192234;1968;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;389;4;Arellastrasse;8;7000;Chur
4931;001 739 967;2760398;1191724;1963;230 1;Anz. separate Wohnräume;1 ;230;2;Bondastrasse;20;7000;Chur
3876;001 739 973;2760471;1191799;1941;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;77  ;Gebäude mit zwei Wohnungen;3;Bondastrasse;29;7000;Chur
6009;001 741 610;2758438;1192341;1970;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;203;8;Austrasse;42;7000;Chur
5295;009 021 589;2760000;1193070;1994;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;150 1;Gebäude mit zwei Wohnungen;2;Kirchgasse Masans;70a;7000;Chur
2460;400 017 836;2759051;1190486;2005;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;158;5;Weststrasse;12;7000;Chur
;001 740 268;2760066;1191956;1996;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;229;3;Loëstrasse;96;7000;Chur
4733;001 741 176;2758694;1191282;1956;102  ;Anz. separate Wohnräume;  ;102;2;Heroldstrasse;21;7000;Chur
4334;001 738 884;2759598;1190989;1951;230  ;Anz. separate Wohnräume;  ;230;5;Gäuggelistrasse;2;7000;Chur
5804;001 739 542;2757799;1191572;1975;856  ;Anz. separate Wohnräume;  ;856;2;Industriestrasse;13;7000;Chur
1723;001 739 224;2759313;1190641;1850;134 1;Anz. separate Wohnräume;1 ;134;6;Welschdörfli;18;7000;Chur
1599;001 740 081;2760568;1192128;1979;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;224  ;Gebäude mit zwei Wohnungen;3;Plantaweg;28;7000;Chur
4269;001 739 230;2759305;1190547;1959;112 0;Anz. separate Wohnräume;0 ;112;2;Seilerbahnweg;9;7000;Chur
5400;001 740 095;2760353;1192355;1971;167  ;Anz. separate Wohnräume;  ;167;2;Prasserieweg;5;7000;Chur
2856;001 738 648;2759779;1190804;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;132;5;Süsswinkelgasse;9;7000;Chur
7323;001 738 890;2759327;1191016;1997;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;391;5;Gäuggelistrasse;25;7000;Chur
2872;001 738 660;2759835;1190801;1934;   ;Anz. separate Wohnräume;  ; ;5;Sennhofstrasse;17;7000;Chur
4915;001 740 903;2759381;1191523;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;328;4;Tittwiesenstrasse;14;7000;Chur
1713;001 739 218;2759352;1190659;1850;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;87;4;Wagnergasse;3;7000;Chur
4488;001 740 917;2759281;1191745;1968;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;382;4;Tittwiesenstrasse;48;7000;Chur
3217;001 738 674;2759651;1190834;1971;420  ;Anz. separate Wohnräume;  ;420;5;Poststrasse;22;7000;Chur
6340;001 740 724;2759698;1192605;1981;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;930;6;Schellenbergstrasse;21;7000;Chur
4490;001 738 847;2759337;1190904;1910;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;60  ;Gebäude mit zwei Wohnungen;3;Aquasanastrasse;24;7000;Chur
5230;001 739 581;2758280;1191521;1965;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;374;5;Felsenaustrasse;27;7000;Chur
1380;190 012 289;2759110;1191012;2002;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;796;5;Gäuggelistrasse;54;7000;Chur
5376;001 740 042;2760821;1191868;1969;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;158 1;Gebäude mit zwei Wohnungen;2;Heckenweg;7;7000;Chur
10379;190 017 497;2760424;1192283;2003;122  ;Anz. separate Wohnräume;  ;122;3;Böschenstrasse;7;7000;Chur
4259;001 741 348;2758542;1191716;1948;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;373;4;Fortunastrasse;9;7000;Chur
3905;160 013 653;2759696;1191718;2008;91  ;Anz. separate Wohnräume;  ;91;2;Irmaweg;7;7000;Chur
4939;001 740 056;2760624;1192132;1962;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;75  ;Gebäude mit zwei Wohnungen;2;Brändligasse;41;7000;Chur
1479;001 738 853;2759367;1190801;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;172;4;Aquasanastrasse;38;7000;Chur
3765;001 740 730;2759553;1191777;1934;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;76  ;Gebäude mit zwei Wohnungen;3;Amselweg;5;7000;Chur
5771;001 739 595;2759640;1192713;1974;154  ;Anz. separate Wohnräume;  ;154;1;Schellenbergstrasse;31;7000;Chur
10667;160 004 449;2759991;1191918;2004;126  ;Anz. separate Wohnräume;  ;126;2;Kaltbrunnstrasse;18;7000;Chur
6390;001 740 718;2759628;1192525;1982;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;619;5;Schellenbergstrasse;5;7000;Chur
7256;160 004 461;2758466;1190409;2005;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;998;5;Freifeldstrasse;3;7000;Chur
8960;001 741 406;2758352;1191717;1963;62  ;Anz. separate Wohnräume;  ;62;2;Signinastrasse;30;7000;Chur
3532;001 741 360;2758438;1191620;1933;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;3;Fortunastrasse;35;7000;Chur
3845;001 741 374;2758450;1191477;1938;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;95 2;Gebäude mit zwei Wohnungen;3;Sportplatzweg;1;7000;Chur
3494;160 004 475;2759923;1192147;2004;102  ;Anz. separate Wohnräume;  ;102;3;Kreuzgasse;32;7000;Chur
4468;001 741 412;2758367;1191655;1952;70  ;Anz. separate Wohnräume;  ;70;2;Signinastrasse;41;7000;Chur
3892;001 741 375;2758429;1191501;1940;64  ;Anz. separate Wohnräume;  ;64;2;Sportplatzweg;5;7000;Chur
6401;001 741 413;2758329;1191655;1983;88  ;Anz. separate Wohnräume;  ;88;2;Signinastrasse;42;7000;Chur
9616;160 004 474;2759853;1193121;2004;91  ;Anz. separate Wohnräume;  ;91;2;Sattelweg;3;7000;Chur
1026;191 539 851;2759343;1191695;2016;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;395;5;Calandastrasse;37;7000;Chur
8961;001 741 407;2758357;1191713;1963;62  ;Anz. separate Wohnräume;  ;62;2;Signinastrasse;32;7000;Chur
4028;160 004 460;2760495;1191885;2005;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;349;2;Eblinweg;53;7000;Chur
6391;001 740 719;2759627;1192524;1982;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;619;5;Schellenbergstrasse;7;7000;Chur
3741;001 741 361;2758390;1191645;1943;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;77 1;Gebäude mit zwei Wohnungen;3;Fortunastrasse;36;7000;Chur
4938;001 740 057;2760626;1192102;1964;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;163  ;Gebäude mit zwei Wohnungen;2;Brändligasse;43;7000;Chur
1305;001 741 349;2758518;1191741;1927;56  ;Anz. separate Wohnräume;  ;56;2;Fortunastrasse;10;7000;Chur
10768;160 004 448;2759764;1193898;2003;85  ;Anz. separate Wohnräume;  ;85;2;Dammweg;98;7000;Chur
5753;001 739 594;2759672;1192721;1974;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;199  ;Gebäude mit zwei Wohnungen;1;Schellenbergstrasse;30;7000;Chur
11961;001 738 852;2759368;1190826;1900;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;168;4;Aquasanastrasse;34;7000;Chur
3611;001 740 731;2759565;1191732;1932;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;95;4;Amselweg;6;7000;Chur
10334;190 013 196;2759770;1194021;2002;69  ;Anz. separate Wohnräume;  ;69;2;Dammweg;140;7000;Chur
6330;001 740 725;2759644;1192648;1981;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;930;5;Schellenbergstrasse;23;7000;Chur
1485;001 738 846;2759355;1190898;1910;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;135  ;Gebäude mit zwei Wohnungen;3;Aquasanastrasse;22;7000;Chur
4235;001 740 916;2759263;1191540;1973;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;273;3;Werkstrasse;4;7000;Chur
3208;001 738 675;2759653;1190813;1609;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 314; ;7;Poststrasse;24;7000;Chur
8955;001 738 661;2759824;1190767;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;432;4;Sennhofstrasse;18;7000;Chur
4915;001 740 902;2759352;1191516;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;330;4;Tittwiesenstrasse;12;7000;Chur
10463;190 019 322;2759796;1193338;2003;56  ;Anz. separate Wohnräume;  ;56;2;Kronenwingert;16;7000;Chur
1712;001 739 219;2759349;1190674;1910;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;224;5;Wagnergasse;5;7000;Chur
4598;001 740 094;2760394;1192322;1992;150  ;Anz. separate Wohnräume;  ;150;2;Prasserieweg;4;7000;Chur
5133;001 739 231;2759276;1190456;1965;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;117;6;Seilerbahnweg;15;7000;Chur
1489;001 738 891;2759288;1191002;1910;210  ;Anz. separate Wohnräume;  ;210;3;Gäuggelistrasse;29;7000;Chur
3036;001 738 649;2759763;1190800;1857;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;196;3;Süsswinkelgasse;10;7000;Chur
5048;001 739 543;2758002;1191487;1988;1330  ;Anz. separate Wohnräume;  ;1330;3;Industriestrasse;14;7000;Chur
4485;001 738 885;2759571;1191004;1962;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;951;7;Gäuggelistrasse;4;7000;Chur
8056;160 013 685;2760256;1191850;2009;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;163  ;Gebäude mit zwei Wohnungen;2;Lürlibadstrasse;90;7000;Chur
